Species name standardized against TPL,Taxonomic level,Phylogenetic Group General,Growth Form,Leaf type,Leaf area (mm2),Leaf area (n.o.),Nmass (mg/g),Nmass (n.o.),LMA (g/m2),LMA (n.o.),Plant height (m),Plant height (n.o.),Diaspore mass (mg),Diaspore mass (n.o.),SSD observed (mg/mm3),SSD (n.o.),LDMC (g/g),LDMC (n.o.),SSD imputed (mg/mm3),SSD combined (mg/mm3),Number of traits with values
Ficus timorensis,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.38,2,,,,0.38,1
Ficus tonduzii,species,Angiosperm,tree,broadleaved,19413.77,32,21.629,3,99.367,59,16.595,2,,,0.365,2,,,,0.365,5
Ficus trichopoda,species,Angiosperm,tree,broadleaved,,,,,,,14.142,2,0.14,6,,,,,,,2
Ficus trigona,species,Angiosperm,tree,broadleaved,7818.05,5,20.186,2,45.047,2,15,1,,,,,,,,,4
Ficus trigonata,species,Angiosperm,tree,broadleaved,9017.27,8,17.86,1,93.488,19,27.979,3,,,0.442,4,,,,0.442,5
Ficus ursina,species,Angiosperm,tree,broadleaved,9500,1,,,,,,,,,,,,,,,1
Ficus vallis-choudae,species,Angiosperm,tree,broadleaved,,,,,,,14.142,2,,,,,,,,,1
Ficus variegata,species,Angiosperm,tree,broadleaved,4323.37,5,20,1,,,15.939,6,0.34,11,0.327,4,,,,0.327,5
Ficus vasculosa,species,Angiosperm,tree,broadleaved,,,,,,,25,2,,,0.3,4,,,,0.3,2
Ficus virens,species,Angiosperm,tree,broadleaved,700,2,18.78,2,50.42,2,17.345,2,0.235,,0.34,,,,,0.34,6
Ficus virgata,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.53,2,,,,0.53,1
Ficus vogeliana,species,Angiosperm,tree,broadleaved,,,,,,,20,,0.6,6,,,,,,,2
Ficus wakefieldii,species,Angiosperm,tree,broadleaved,,,,,,,25,2,,,,,,,,,1
Ficus watkinsiana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.36,8,,,,0.36,1
Ficus yoponensis,species,Angiosperm,tree,broadleaved,3642.5,20,19.814,9,102.391,40,31.719,4,,,0.365,3,,,,0.365,5
Ficus ypsilophlebia,species,Angiosperm,tree,broadleaved,55000,1,,,,,,,,,,,,,,,1
Filicium decipiens,species,Angiosperm,tree,broadleaved,,,,,,,6.481,2,221.797,7,0.96,2,,,,0.96,3
Fillaeopsis discophora,species,Angiosperm,tree,broadleaved,,,,,,,40,,,,0.495,8,,,,0.495,2
Firmiana colorata,species,Angiosperm,tree,broadleaved,,,16.5,7,88.968,8,15,,,,0.309,,,,,0.309,4
Firmiana platanifolia,species,Angiosperm,tree,,9500,2,20.271,4,34.594,4,16,2,,,,,,,,,4
Firmiana simplex,species,Angiosperm,tree,broadleaved,56758,,,,29.9,1,13.463,3,142.372,12,0.485,4,,,,0.485,5
Fissicalyx fendleri,species,Angiosperm,tree,broadleaved,,,35.3,1,,,,,485.96,1,0.605,2,,,,0.605,3
Fitzroya cupressoides,species,Gymnosperm,tree,scale-shaped,15,,8.7,4,140.66,,48.455,10,1.6,,0.429,5,,,,0.429,6
Flacourtia inermis,species,Angiosperm,tree,broadleaved,,,,,,,,,35.4,7,0.72,2,,,,0.72,2
Flacourtia rukam,species,Angiosperm,tree,broadleaved,6877.84,4,17,1,,,19.664,5,,,0.75,2,,,,0.75,4
Flindersia acuminata,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.44,4,,,,0.44,1
Flindersia amboinensis,species,Angiosperm,tree,broadleaved,,,,,,,10,1,,,0.557,4,,,,0.557,2
Flindersia australis,species,Angiosperm,tree,broadleaved,,,,,82.713,2,,,46.976,7,0.79,6,,,,0.79,3
Flindersia bennettiana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.674,4,,,,0.674,1
Flindersia bourjotiana,species,Angiosperm,tree,broadleaved,3019,4,,,,,26.918,4,130,11,0.537,6,,,,0.537,4
Flindersia brassii,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.83,2,,,,0.83,1
Flindersia brayleyana,species,Angiosperm,tree,broadleaved,,,,,,,,,84.246,27,0.476,10,,,,0.476,2
Flindersia collina,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.77,2,,,,0.77,1
Flindersia fournieri,species,Angiosperm,tree,,,,15.4,1,,,,,,,,,,,,,1
Flindersia ifflaiana,species,Angiosperm,tree,broadleaved,675,1,,,,,25,1,,,0.837,8,,,,0.837,3
Flindersia laevicarpa,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.571,14,,,,0.571,1
Flindersia maculosa,species,Angiosperm,tree,broadleaved,197.86,5,,,186.562,8,10.194,9,10.1,5,0.82,4,,,,0.82,5
Flindersia pimenteliana,species,Angiosperm,tree,broadleaved,1427.52,2,,,,,22.361,2,91.592,8,0.526,8,,,,0.526,4
Flindersia schottiana,species,Angiosperm,tree,broadleaved,,,,,72.905,2,,,70,7,0.582,16,,,,0.582,3
Flindersia xanthoxyla,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.64,6,,,,0.64,1
Flueggea flexuosa,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.677,8,,,,0.677,1
Foetidia asymmetrica,species,Angiosperm,tree,broadleaved,,,,,,,,,55.39,5,,,,,,,1
Foetidia clusioides,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.871,8,,,,0.871,1
Foetidia retusa,species,Angiosperm,tree,broadleaved,,,,,,,,,253.09,5,,,,,,,1
Fokienia hodginsii,species,Gymnosperm,tree,scale-shaped,,,,,,,20,1,,,0.38,2,,,,0.38,2
Fontainea picrosperma,species,Angiosperm,tree,broadleaved,,,,,,,,,1300,11,,,,,,,1
Forchhammeria pallida,species,Angiosperm,tree,broadleaved,,,,,74.405,1,,,,,,,,,,,1
Fordia splendidissima,species,Angiosperm,tree,broadleaved,,,,,,,,,32.78,,0.64,2,,,,0.64,2
Forsteronia mollis,species,Angiosperm,tree,broadleaved,,,48.583,6,48.403,7,,,,,,,,,,,2
Franciscodendron laurifolium,species,Angiosperm,tree,broadleaved,9050,2,,,,,28,2,121.192,16,0.382,8,,,,0.382,4
Fraxinus americana,species,Angiosperm,tree,broadleaved,,,20.25,66,45.478,282,12.707,195,38.116,28,0.64,3,,,,0.64,5
Fraxinus angustifolia,species,Angiosperm,tree,broadleaved,1508.5,8,26.197,34,73.244,47,13.078,37,64.588,29,0.506,38,,,,0.506,6
Fraxinus angustifolia subsp. oxycarpa,variety or subspecies,Angiosperm,tree,broadleaved,6852.45,5,37.418,3,78.193,5,,,60.865,11,,,,,,,4
Fraxinus bungeana,species,Angiosperm,tree,broadleaved,700,2,20.038,3,45.332,2,4.183,5,,,,,,,,,4
Fraxinus chinensis,species,Angiosperm,tree,broadleaved,,,26.963,3,33.003,1,15.083,6,,,0.55,6,,,,0.55,4
Fraxinus chinensis subsp. rhynchophylla,variety or subspecies,Angiosperm,tree,broadleaved,9500,4,27.819,16,37.116,8,17.235,4,,,,,,,,,4
Fraxinus dipetala,species,Angiosperm,tree,broadleaved,,,,,,,7.01,1,28.329,10,,,,,,,2
Fraxinus excelsior,species,Angiosperm,tree,broadleaved,1683.18,96,21.349,109,75.236,169,23.116,195,56.706,65,0.667,207,,,,0.667,6
Fraxinus ferruginea,species,Angiosperm,tree,,,,,,,,10,2,,,,,,,,,1
Fraxinus floribunda,species,Angiosperm,tree,broadleaved,,,,,,,25,2,18,7,,,,,,,2
Fraxinus gooddingii,species,Angiosperm,tree,broadleaved,,,,,,,7.62,1,9.66,7,,,,,,,2
Fraxinus griffithii,species,Angiosperm,tree,broadleaved,,,15.2,1,,,15,2,29.82,6,0.6,2,,,,0.6,4
Fraxinus insularis,species,Angiosperm,tree,,,,,,,,22.361,3,,,,,,,,,1
Fraxinus lanuginosa,species,Angiosperm,tree,broadleaved,,,,,27.3,1,7.5,2,15.57,6,,,,,,,3
Fraxinus latifolia,species,Angiosperm,tree,broadleaved,,,,,,,20.965,7,49.751,17,0.58,2,,,,0.58,3
Fraxinus longicuspis,species,Angiosperm,tree,,,,,,,,10,2,,,,,,,,,1
Fraxinus malacophylla,species,Angiosperm,tree,broadleaved,,,,,,,10,2,21,6,,,,,,,2
Fraxinus mandshurica,species,Angiosperm,tree,broadleaved,9500,2,21.763,13,72.046,8,28.44,7,63.593,17,0.545,6,,,,0.545,6
Fraxinus micrantha,species,Angiosperm,tree,broadleaved,,,22.75,4,,,,,129.03,7,0.6,2,,,,0.6,3
Fraxinus nigra,species,Angiosperm,tree,broadleaved,3141.6,,19.572,6,46.448,16,21.283,19,51.683,37,0.53,2,,,,0.53,6
Fraxinus odontocalyx,species,Angiosperm,tree,broadleaved,,,,,39.002,1,,,,,,,,,,,1
Fraxinus ornus,species,Angiosperm,tree,broadleaved,6202.96,17,20.2,2,,,7.939,24,24.846,18,,,,,,,4
Fraxinus pallisae,species,Angiosperm,tree,broadleaved,,,,,,,30,1,,,,,,,,,1
Fraxinus paxiana,species,Angiosperm,tree,broadleaved,,,,,,,20,7,,,,,,,,,1
Fraxinus pennsylvanica,species,Angiosperm,tree,broadleaved,4034.27,,16.779,12,87.719,21,23.16,15,34.934,27,0.579,6,,,,0.579,6
Fraxinus platypoda,species,Angiosperm,tree,broadleaved,,,,,,,28.785,4,,,,,,,,,1
Fraxinus profunda,species,Angiosperm,tree,broadleaved,,,,,,,38.247,7,142.122,16,0.55,2,,,,0.55,3
Fraxinus quadrangulata,species,Angiosperm,tree,broadleaved,,,33.36,1,,,19.213,3,71.4,8,0.6,2,,,,0.6,4
Fraxinus sieboldiana,species,Angiosperm,tree,broadleaved,,,,,,,7.211,3,,,,,,,,,1
Fraxinus sogdiana,species,Angiosperm,tree,,,,,,,,25,2,,,,,,,,,1
Fraxinus stylosa,species,Angiosperm,tree,,,,,,,,8,1,,,,,,,,,1
Fraxinus uhdei,species,Angiosperm,tree,broadleaved,3899.58,,15.935,,102.331,,10.667,,21.933,13,0.947,,,,,0.947,6
Fraxinus velutina,species,Angiosperm,tree,broadleaved,,,,,74.074,1,12.19,9,19.916,16,,,,,,,3
Fraxinus xanthoxyloides,species,Angiosperm,tree,broadleaved,,,,,,,7,1,30.169,11,,,,,,,2
Freylinia lanceolata,species,Angiosperm,tree,broadleaved,400,2,,,276.243,4,,,,,,,,,,,2
Freziera candicans,species,Angiosperm,tree,broadleaved,,,,,183.486,1,,,,,,,,,,,1
Froesia diffusa,species,Angiosperm,tree,broadleaved,27646.27,4,24.583,2,40.085,2,20,1,,,,,,,,,4
Fuchsia excorticata,species,Angiosperm,tree,broadleaved,1879.29,10,,,45.31,19,4.002,16,0.07,21,0.593,4,,,,0.593,5
Funtumia africana,species,Angiosperm,tree,broadleaved,,,25,,,,30,2,59.37,6,0.415,6,,,,0.415,4
Funtumia elastica,species,Angiosperm,tree,broadleaved,9050,4,,,,,10.02,4,34,7,,,,,,,3
Fusaea longifolia,species,Angiosperm,tree,broadleaved,18364.5,49,20.03,15,82.066,46,25,23,,,0.757,27,,,,0.757,5
Galbulimima belgraveana,species,Angiosperm,tree,broadleaved,,,,,,,,,0.9,3,0.501,16,,,,0.501,2
Galearia fulva,species,Angiosperm,tree,broadleaved,6419.6,3,20.225,3,78.007,3,,,,,,,,,,,3
Galipea alba,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.99,2,,,,0.99,1
Galipea trifoliata,species,Angiosperm,tree,broadleaved,1882.94,2,29.41,3,63.371,3,13.036,4,,,0.6,3,,,,0.6,5
Gallesia integrifolia,species,Angiosperm,tree,broadleaved,4077.29,5,33.196,,46.179,11,31.124,2,,,0.568,18,,,,0.568,5
Galpinia transvaalica,species,Angiosperm,tree,broadleaved,,,,,,,4.583,2,1.36,6,,,,,,,2
Ganophyllum falcatum,species,Angiosperm,tree,broadleaved,,,,,,,,,11.88,6,0.671,10,,,,0.671,2
Ganophyllum giganteum,species,Angiosperm,tree,broadleaved,,,,,,,,,576.87,11,0.69,2,,,,0.69,2
Ganua sp,genus,Angiosperm,tree,broadleaved,6276.54,3,,,,,20.801,3,,,,,,,,,2
Garcia parviflora,species,Angiosperm,tree,broadleaved,,,,,,,6,1,,,,,,,,,1
Garcinia archboldiana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.735,4,,,,0.735,1
Garcinia baillonii,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.64,2,,,,0.64,1
Garcinia bancana,species,Angiosperm,tree,broadleaved,,,,,157.978,4,33.2,2,,,,,,,,,2
Garcinia brasiliensis,species,Angiosperm,tree,broadleaved,3539.39,2,14.299,1,87.475,2,13.5,14,960,,0.61,4,,,,0.61,6
Garcinia buchananii,species,Angiosperm,tree,broadleaved,,,,,,,,,642.75,6,0.81,2,,,,0.81,2
Garcinia buchneri,species,Angiosperm,tree,broadleaved,,,,,85.185,2,,,3300,7,,,,,,,2
Garcinia cadelliana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.76,2,,,,0.76,1
Garcinia celebica,species,Angiosperm,tree,broadleaved,3019,1,,,,,24,1,,,0.76,2,,,,0.76,3
Garcinia cowa,species,Angiosperm,tree,broadleaved,6075,,,,,,20,1,,,0.55,2,,,,0.55,3
Garcinia dulcis,species,Angiosperm,tree,broadleaved,25739,1,,,,,28,1,,,0.715,4,,,,0.715,3
Garcinia elliptica,species,Angiosperm,tree,broadleaved,9500,1,,,,,,,3379.45,12,,,,,,,2
Garcinia epunctata,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.84,2,,,,0.84,1
Garcinia forbesii,species,Angiosperm,tree,broadleaved,3019,1,,,,,20,1,,,,,,,,,2
Garcinia gaudichaudii,species,Angiosperm,tree,broadleaved,2642.03,3,,,,,21.544,3,,,0.72,2,,,,0.72,3
Garcinia griffithii,species,Angiosperm,tree,broadleaved,,,,,,,,,160,7,,,,,,,1
Garcinia gummi-gutta,species,Angiosperm,tree,broadleaved,,,,,,,,,591.7,7,,,,,,,1
Garcinia hunsteinii,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.893,4,,,,0.893,1
Garcinia intermedia,species,Angiosperm,tree,broadleaved,7432.24,56,9.683,5,107.612,84,16.399,5,491.198,12,0.666,7,,,,0.666,6
Garcinia kola,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.723,6,,,,0.723,1
Garcinia lanceifolia,species,Angiosperm,tree,broadleaved,3019,1,,,,,16,1,,,,,,,,,2
Garcinia latissima,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.674,4,,,,0.674,1
Garcinia longifolia,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.919,4,,,,0.919,1
Garcinia macrophylla,species,Angiosperm,tree,broadleaved,33188.27,5,13.91,5,132.275,5,30,4,743,7,0.724,7,,,,0.724,6
Garcinia madruno,species,Angiosperm,tree,broadleaved,9838.75,40,12.64,4,117.04,83,15.812,3,3257.201,18,0.664,9,,,,0.675,6
Garcinia malaccensis,species,Angiosperm,tree,broadleaved,,,,,121.803,4,15.7,2,,,0.83,2,,,,0.83,3
Garcinia mangostana,species,Angiosperm,tree,broadleaved,,,14.842,5,,,,,1196.937,9,0.81,2,,,,0.81,3
Garcinia mannii,species,Angiosperm,tree,broadleaved,,,13.2,3,,,,,,,0.82,2,,,,0.82,2
Garcinia merguensis,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.78,2,,,,0.78,1
Garcinia miquelii,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.54,2,,,,0.54,1
Garcinia morella,species,Angiosperm,tree,broadleaved,675,1,,,,,20,1,,,,,,,,,2
Garcinia multiflora,species,Angiosperm,tree,broadleaved,,,17.6,1,,,12,1,1472,11,,,,,,,3
Garcinia myrtifolia,species,Angiosperm,tree,broadleaved,9050,2,,,,,,,,,0.75,2,,,,0.75,2
Garcinia nervosa,species,Angiosperm,tree,broadleaved,,,,,113.636,1,,,,,0.783,4,,,,0.783,2
Garcinia nigrolineata,species,Angiosperm,tree,broadleaved,9050,1,,,,,25,1,,,0.6,2,,,,0.6,3
Garcinia oblongifolia,species,Angiosperm,tree,broadleaved,3000,2,21.531,4,40.556,2,12.649,3,454,11,0.622,10,,,,0.622,6
Garcinia ovalifolia,species,Angiosperm,tree,broadleaved,,,15.2,3,,,,,353.4,6,,,,,,,2
Garcinia parvifolia,species,Angiosperm,tree,broadleaved,2709.61,5,18.75,1,78.74,1,24.235,4,,,0.531,4,,,,0.531,5
Garcinia penangiana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.86,2,,,,0.86,1
Garcinia rigida,species,Angiosperm,tree,broadleaved,3019,1,,,,,20,1,,,,,,,,,2
Garcinia rostrata,species,Angiosperm,tree,broadleaved,675,1,,,,,22,2,,,,,,,,,2
Garcinia salakensis,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.59,2,,,,0.59,1
Garcinia schraderi,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.79,2,,,,0.79,1
Garcinia scortechinii,species,Angiosperm,tree,broadleaved,675,2,,,98.522,1,23.664,2,,,0.64,2,,,,0.64,4
Garcinia sopsopia,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.53,2,,,,0.53,1
Garcinia tinctoria,species,Angiosperm,tree,broadleaved,,,,,,,,,3875,7,,,,,,,1
Garcinia uniflora,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.72,2,,,,0.72,1
Garcinia verrucosa,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.71,8,,,,0.71,1
Garcinia xanthochymus,species,Angiosperm,tree,broadleaved,54675,,11.2,1,,,20,1,,,0.78,2,,,,0.78,4
Gardenia aqualla,species,Angiosperm,tree,broadleaved,,,,,,,,,6.16,6,,,,,,,1
Gardenia brighamii,species,Angiosperm,tree,broadleaved,,,,,,,5,,,,0.64,,,,,0.64,2
Gardenia latifolia,species,Angiosperm,tree,broadleaved,,,17,7,87.873,8,,,,,0.65,2,,,,0.65,3
Gardenia ovularis,species,Angiosperm,tree,broadleaved,,,,,,,,,1,7,0.73,2,,,,0.73,2
Gardenia rutenbergiana,species,Angiosperm,tree,broadleaved,,,,,,,,,1.83,6,0.68,,,,,0.68,2
Gardenia tubifera,species,Angiosperm,tree,broadleaved,6157.45,2,14.29,1,82.305,1,24,1,,,0.67,2,,,,0.67,5
Gardenia volkensii,species,Angiosperm,tree,broadleaved,1792.49,,,,,,,,24.541,12,,,,,,,2
Garrya laurifolia,species,Angiosperm,tree,broadleaved,1798.22,24,8.6,1,186.096,12,,,,,,,,,,,3
Garuga floribunda,species,Angiosperm,tree,broadleaved,,,,,,,26,1,,,0.561,8,,,,0.561,2
Garuga forrestii,species,Angiosperm,tree,broadleaved,,,,,,,25,1,58.76,6,,,,,,,2
Garuga pinnata,species,Angiosperm,tree,broadleaved,3019,1,,,,,8.367,2,185.195,8,0.64,2,,,,0.64,4
Gastrolepis austrocaledonica,species,Angiosperm,tree,broadleaved,,,9.5,1,304.878,1,,,,,,,,,,,2
Gaultheria foliolosa,species,Angiosperm,tree,broadleaved,,,9.183,,,,,,,,,,,,,,1
Gaultheria odorata,species,Angiosperm,tree,broadleaved,,,,,186.22,1,,,,,,,,,,,1
Geijera parviflora,species,Angiosperm,tree,broadleaved,540.38,13,16.579,8,196.718,26,5.166,17,20.81,11,0.77,2,,,,0.77,6
Geijera salicifolia,species,Angiosperm,tree,broadleaved,675,1,,,,,12,1,49.44,6,0.83,10,,,,0.83,4
Geissois benthamiana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.547,6,,,,0.547,1
Geissois biagiana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.502,10,,,,0.502,1
Geissospermum laeve,species,Angiosperm,tree,broadleaved,2217.54,16,30.807,2,75.999,16,17.616,10,,,0.76,12,,,,0.76,5
Geissospermum sericeum,species,Angiosperm,tree,broadleaved,9500,1,25.31,3,65.531,3,25,3,429.488,17,0.767,9,,,,0.767,6
Genipa americana,species,Angiosperm,tree,broadleaved,27551.9,25,18.31,3,82.034,52,23.155,4,99.524,22,0.636,31,,,,0.636,6
Genipa infundibuliformis,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.88,2,,,,0.88,1
Geoffroea decorticans,species,Angiosperm,tree,broadleaved,45.06,3,,,91.3,5,4.83,2,1338.797,9,0.64,5,,,,0.64,5
Geonoma aspidiifolia,species,Angiosperm,tree,broadleaved,,,19.065,2,65.291,2,,,,,,,,,,,2
Geonoma cuneata,species,Angiosperm,tree,broadleaved,,,16.2,3,60.187,2,,,,,,,,,,,2
Geonoma interrupta,species,Angiosperm,tree,broadleaved,,,,,,,6,1,36.58,1,,,,,,,2
Geonoma pinnatifrons subsp. oxycarpa,variety or subspecies,Angiosperm,tree,broadleaved,,,,,,,7,1,30,5,,,,,,,2
Geonoma simplicifrons,species,Angiosperm,tree,broadleaved,,,,,,,,,48.14,5,,,,,,,1
Geonoma spinescens,species,Angiosperm,tree,broadleaved,,,,,,,,,87.29,5,,,,,,,1
Geonoma triglochin,species,Angiosperm,tree,broadleaved,,,20.656,2,60.782,2,,,,,,,,,,,2
Gevuina avellana,species,Angiosperm,tree,broadleaved,,,8,4,153.846,6,20.318,5,1362.621,9,0.63,1,,,,0.63,5
Gigasiphon macrosiphon,species,Angiosperm,tree,,,,,,,,,,6312.72,6,,,,,,,1
Gilbertiodendron brachystegioides,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.63,2,,,,0.63,1
Gilbertiodendron dewevrei,species,Angiosperm,tree,broadleaved,16363.45,,,,,,,,,,0.7,8,,,,0.7,2
Gilbertiodendron preussii,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.69,2,,,,0.69,1
Gillbeea adenopetala,species,Angiosperm,tree,broadleaved,,,,,126.103,1,24.63,2,7.316,12,0.45,2,,,,0.45,4
Ginkgo biloba,species,Gymnosperm,tree,broadleaved,1336,105,20.3,1,92.29,111,32.826,24,1083.931,17,0.45,6,,,,0.45,6
Gironniera hirta,species,Angiosperm,tree,broadleaved,4734.36,5,26.371,2,136.725,2,12.364,3,,,0.48,2,,,,0.48,5
Gironniera nervosa,species,Angiosperm,tree,broadleaved,5763.73,14,24.158,3,84.239,3,18.49,11,,,0.45,4,,,,0.45,5
Gironniera subaequalis,species,Angiosperm,tree,broadleaved,6943.96,9,30.396,13,94.697,3,22.938,9,27.8,11,0.457,8,,,,0.457,6
Givotia madagascariensis,species,Angiosperm,tree,broadleaved,,,,,,,,,6312.72,6,,,,,,,1
Gleasonia sp,genus,Angiosperm,tree,broadleaved,75,1,,,,,15,1,,,,,,,,,2
Gleditsia amorphoides,species,Angiosperm,tree,broadleaved,,,34.7,4,,,,,243.9,7,0.697,8,,,,0.697,3
Gleditsia caspia,species,Angiosperm,tree,broadleaved,,,,,,,,,138.668,7,,,,,,,1
Gleditsia japonica,species,Angiosperm,tree,broadleaved,,,,,,,19.5,6,140.961,12,,,,,,,2
Gleditsia macracantha,species,Angiosperm,tree,broadleaved,,,,,,,15,2,,,,,,,,,1
Gleditsia sinensis,species,Angiosperm,tree,broadleaved,,,,,,,15,1,158.73,7,0.61,4,,,,0.61,3
Gleditsia texana,species,Angiosperm,tree,broadleaved,,,,,,,,,248.795,12,,,,,,,1
Gleditsia triacanthos,species,Angiosperm,tree,broadleaved,12553.43,6,26.31,4,40.306,9,25.374,33,157.224,51,0.68,3,,,,0.68,6
Glenniea penangensis,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.58,2,,,,0.58,1
Gliricidia sepium,species,Angiosperm,tree,broadleaved,675,7,31.308,7,72.56,1,19.81,9,102.534,12,0.6,7,,,,0.6,6
Glochidion glomerulatum,species,Angiosperm,tree,broadleaved,5724.18,5,17.165,6,86.457,7,,,,,0.43,2,,,,0.43,4
Glochidion harveyanum,species,Angiosperm,tree,broadleaved,3019,1,,,,,18,1,10.71,8,0.67,4,,,,0.67,4
Glochidion hylandii,species,Angiosperm,tree,broadleaved,3019,1,,,106.045,1,18,1,9.6,3,,,,,,,4
Glochidion insigne,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.53,2,,,,0.53,1
Glochidion lanceisepalum,species,Angiosperm,tree,broadleaved,7551.86,1,17.06,1,87.184,1,,,,,,,,,,,3
Glochidion lutescens,species,Angiosperm,tree,broadleaved,1108.62,9,17.823,9,70.091,9,,,,,0.61,2,,,,0.61,4
Glochidion macrocarpum,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.56,2,,,,0.56,1
Glochidion macrostigma,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.53,2,,,,0.53,1
Glochidion obscurum,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.47,4,,,,0.47,1
Glochidion philippicum,species,Angiosperm,tree,broadleaved,3019,1,,,,,12,1,,,0.524,6,,,,0.524,3
Glochidion rubrum,species,Angiosperm,tree,broadleaved,771.11,6,,,,,11.027,6,,,0.64,2,,,,0.64,3
Glochidion seemannii,species,Angiosperm,tree,broadleaved,9050,1,,,,,,,,,,,,,,,1
Glochidion sessiliflorum,species,Angiosperm,tree,broadleaved,675,1,,,,,30,1,,,,,,,,,2
Glochidion styliferum,species,Angiosperm,tree,broadleaved,3532.63,4,23.274,4,82.063,4,,,,,,,,,,,3
Glochidion superbum,species,Angiosperm,tree,broadleaved,9050,1,,,,,21,1,2,3,0.546,4,,,,0.546,4
Glochidion zeylanicum,species,Angiosperm,tree,broadleaved,,,8.2,,,,4.466,3,,,0.551,2,,,,0.551,3
Glochidion zeylanicum var. arborescens,variety or subspecies,Angiosperm,tree,broadleaved,6877.84,4,,,,,15.767,4,,,0.56,2,,,,0.56,3
Gloeospermum boreale,species,Angiosperm,tree,broadleaved,11615.4,2,,,74.212,1,,,,,,,,,,,2
Gloeospermum equatoriense,species,Angiosperm,tree,,2479.26,3,22.866,2,35.2,2,,,,,,,,,,,3
Gloeospermum longifolium,species,Angiosperm,tree,,7991.75,2,28.314,2,44.298,2,,,,,,,,,,,3
Gloeospermum sphaerocarpum,species,Angiosperm,tree,broadleaved,4513.59,5,21.383,2,45.1,2,10,1,143.37,11,,,,,,,5
Gluema ivorensis,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.97,4,,,,0.97,1
Gluta aptera,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.621,6,,,,0.621,1
Gluta beccarii,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.48,2,,,,0.48,1
Gluta curtisii,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.65,4,,,,0.65,1
Gluta elegans,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.499,12,,,,0.499,1
Gluta laccifera,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.7,4,,,,0.7,1
Gluta macrocarpa,species,Angiosperm,tree,broadleaved,4829.35,1,12.32,2,77.369,3,,,,,,,,,,,3
Gluta malayana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.588,4,,,,0.588,1
Gluta papuana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.44,2,,,,0.44,1
Gluta renghas,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.55,2,,,,0.55,1
Gluta sabahana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.53,2,,,,0.53,1
Gluta tavoyana,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.76,2,,,,0.76,1
Gluta torquata,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.574,4,,,,0.574,1
Gluta tourtour,species,Angiosperm,tree,broadleaved,,,,,,,,,,,0.785,4,,,,0.785,1
Gluta travancorica,species,Angiosperm,tree,broadleaved,,,,,,,,,14286,7,0.62,2,,,,0.62,2
Gluta usitata,species,Angiosperm,tree,broadleaved,,,,,,,,,2579.186,8,0.74,2,,,,0.74,2
